Interest / Discount on Advances / Bills,Income from Investments,Interest on Balance with RBI and Other Inter-Bank funds,Others,Total Income,Payments to and Provisions for Employees,Operating Expenses (excludes Employee Cost & Depreciation),Total Provisions and Contingencies,Total Expenditure,Net Profit / Loss for The Year,Total Reserves and Surplus,Total ShareHolders Funds,Deposits,Borrowings,Other Liabilities and Provisions,Cash and Balances with Reserve Bank of India,Balances with Banks Money at Call and Short Notice,Investments,Advances,Fixed Assets,Other Assets,Capital Adequacy Ratios (%),Tier 1 (%),Tier 2 (%),a) % of Share by Govt.,i) % of Gross NPA,ii) % of Net NPA,Return on Assets %,Cash EPS (Rs.),Book Value [Incl. Reval Reserve]/Share (Rs.),Operating Revenue / Share (Rs.),Net Profit/Share (Rs.),Interest Income/ Employee (Rs.),Net Profit/ Employee (Rs.),Business/ Employee (Rs.),Interest Income/ Branch (Rs.),Net Profit/ Branches (Rs.),Business/ Branches (Rs.),ROCE (%),CASA (%),Net Profit Margin (%),Operating Profit Margin (%),Return on Assets (%),Net Interest Margin (X),Cost to Income (%),Interest Income/Total Assets (%),Non-Interest Income/Total Assets (%),Operating Profit/Total Assets (%),Operating Expenses/Total Assets (%),Interest Expenses/Total Assets (%),EV Per Net Sales (X),Price To Book Value (X),Price To Sales (X),Retention Ratios (%),rank
0.0476240516204934,0.0125915826275218,0.0012339022246686,0.0003106498002052,0.0760262776306352,0.0058165270150969,0.0115108999482508,0.0131087698997413,0.0581579026180871,0.0178683750125481,0.115800977121466,0.116069070234029,0.753778593212622,0.0893469076098082,0.0408054289435414,0.062844301332965,0.0107957029782985,0.220221402581503,0.661734462754209,0.0029410524129141,0.0414630779401103,18.9,17.87,1.03,0.0,1.17,0.32,2.03,69.54,432.95,230.37,66.65,9023451.15,2610652.37,206813042.29,201439796.75,58280282.56,4616900617.16,3.22,48.16,28.93,5.83,1.78,3.48,41.05,6.17,1.42,0.36,1.81,2.69,19.01,3.4,6.38,100.0,1
0.0542882479921866,0.0132890616300514,0.0013402538844149,0.0002680049807011,0.0836141650613006,0.0059333475957909,0.0120532230402514,0.0150241873679338,0.0658014367315558,0.0178127283297447,0.116304870723905,0.116620452213024,0.76425825767556,0.0775600243113611,0.0415612658000548,0.0557229278790508,0.0126681741701153,0.25401326825299,0.648494903903925,0.0028103513934163,0.0262903801250249,18.79,17.56,1.23,0.0,1.32,0.4,1.97,58.81,369.54,219.23,56.44,10063719.49,2591035.71,205498809.4,215510389.62,55485957.92,4400671989.48,3.42,46.11,25.74,4.89,1.78,3.71,40.37,6.91,1.44,0.33,1.87,3.2,18.17,4.04,6.81,100.0,1
0.0599720383631806,0.013481325188029,0.0011949797742749,0.0003675373156026,0.0902139524278965,0.006223848362932,0.013051854319582,0.0146958931880056,0.0730580381355704,0.017155914292326,0.111359977841653,0.111718243745557,0.749750962302623,0.0944968807351342,0.0440339132166855,0.0471771243290297,0.0094175066702874,0.256010308607596,0.649262051165831,0.0028957121164858,0.035237303644535,18.52,17.23,1.29,0.0,1.26,0.36,2.01,50.07,311.83,209.39,47.89,9815479.98,2244771.35,183054361.58,211987907.87,48481009.97,3953480747.42,3.33,42.23,22.86,2.6,1.71,3.67,38.52,7.5,1.51,0.19,2.0,3.83,14.74,2.76,4.12,75.09,1
0.0623074766643427,0.0160681447868128,0.0005107908524871,0.0006385488288052,0.0936875274041863,0.0062366462280956,0.0138344291499219,0.0150027798608979,0.0767510220979597,0.0169365053062266,0.119451048241741,0.11988868760892,0.741752308636851,0.0940789810576623,0.044280022696566,0.0375750028711395,0.0277885811833118,0.233490059694231,0.658396488426586,0.0032381424186299,0.0395117254061014,17.11,15.78,1.33,0.0,1.36,0.39,1.9,81.59,547.89,363.43,77.4,10092906.51,2149495.24,177699813.9,193948756.61,41305438.57,3414740633.16,3.34,42.37,21.29,3.48,1.69,3.87,38.41,7.95,1.41,0.27,2.09,4.07,16.41,4.23,6.37,80.77,1
0.0588962954028966,0.0152475295655468,0.0004923988164983,0.0007832344387574,0.0897251439355767,0.0063967670485523,0.0140782186629716,0.0142283783081647,0.0732892327413594,0.0164359111942173,0.0994196521454444,0.0999074830107933,0.741371553838023,0.115707302307909,0.043013670242351,0.0983805748460111,0.0171482483993936,0.227645856935981,0.618772303538436,0.0033904348531589,0.0346625720279424,14.82,13.25,1.57,0.0,1.3,0.4,1.93,70.88,409.6,309.2,67.38,9092195.73,1981431.6,163972185.69,167623469.81,36529618.34,3022986693.96,3.2,43.49,21.79,2.82,1.64,3.76,39.62,7.54,1.43,0.21,2.13,3.77,16.18,4.62,6.12,100.0,0
0.0602602895797196,0.0184575112209122,0.0006158778048981,0.0008963926533679,0.0944647643680482,0.0075056243910114,0.014338936927674,0.0129453805570217,0.0776217878911144,0.0168429764769337,0.102970249624528,0.103563542233431,0.745091126172307,0.0856974135459013,0.0656479296245756,0.043870244101516,0.0127977606598739,0.248267379178086,0.641980086617642,0.0041983922975382,0.0488861487215592,14.55,12.79,1.76,0.0,1.05,0.33,1.88,60.03,349.12,270.46,56.78,8218909.91,1725424.39,142094024.12,146990366.49,30858199.79,2541267992.36,3.18,48.03,20.99,3.25,1.68,3.83,37.84,8.02,1.42,0.26,2.28,4.18,15.14,4.13,5.33,100.0,1
0.0632406576230701,0.0199197548769332,0.0005101393241407,0.0012865284606349,0.100125010303725,0.0080443473745628,0.0149139113615395,0.0127916719575464,0.0827781994885007,0.0173468108152245,0.101816436547667,0.102529751296887,0.770864929014087,0.0747955157566972,0.0518097757174387,0.0424045959686254,0.0124999440992485,0.231200951146524,0.655423380864185,0.0047163446334298,0.0537547832879875,15.53,13.22,2.31,0.0,0.94,0.28,1.92,51.43,287.47,238.2,48.64,6878127.47,1404398.73,115472348.91,133233285.62,27204011.28,2236765820.58,3.17,43.24,20.41,2.56,1.73,3.89,36.69,8.49,1.51,0.21,2.39,4.6,13.95,3.73,4.5,80.46,1
0.0629646006751497,0.0181296432548606,0.0008756940078228,0.0001124634288522,0.0973174618719594,0.0080456143945195,0.0145304748373281,0.0121736200287663,0.0800170945766632,0.0173003672952961,0.104162235769579,0.105011172930904,0.763409477278416,0.0765678661077917,0.0550115006176005,0.0465881574502229,0.014938110313296,0.28189514747146,0.618955342603045,0.005286560152854,0.0323366820091214,16.79,13.66,3.13,0.0,0.9,0.2,2.0,43.38,247.39,193.38,40.76,6353708.99,1339160.38,107003994.66,120752128.55,25450719.73,2033609052.57,3.11,44.03,21.07,2.51,1.73,3.79,36.84,8.2,1.52,0.2,2.36,4.41,14.96,4.13,5.29,80.37,1
0.0644567783327688,0.0183825451409124,0.0007241463833872,0.0001134663481146,0.0997868793601295,0.0085007816322026,0.0146290018602541,0.0119644141216579,0.0825403605984139,0.0172465187617155,0.0874671760243857,0.0884431941041437,0.747229157067898,0.0802258545828464,0.0841017942451121,0.0515574771740003,0.0289626209953427,0.246035787261785,0.616355936082116,0.0059803152769683,0.0511078632097876,16.07,11.77,4.3,0.0,1.0,0.3,2.0,38.14,181.23,171.47,35.34,6034700.15,1243801.97,98340460.49,120880204.53,24914416.99,1969843517.19,3.18,44.81,20.61,1.35,1.72,3.75,36.53,8.36,1.61,0.11,2.44,4.6,13.64,4.13,4.37,80.61,2
0.0670003814335055,0.0195344412973335,0.0007034912781119,0.0003511836054034,0.104706869475053,0.0099052311344661,0.0165339559500504,0.0117436057431346,0.0879050857550947,0.0168017587406849,0.0892715769090597,0.0904603155531697,0.740003432152172,0.0824480886984024,0.087088163596256,0.0365381824431178,0.0316057001702837,0.278802663489969,0.59880474176552,0.0067520974471432,0.0474966146839659,16.8,11.08,5.72,0.0,0.97,0.2,1.9,31.01,152.2,147.37,28.27,5077082.98,973906.44,77603363.18,114516242.98,21966965.38,1750384153.49,3.12,47.43,19.18,-0.36,1.68,3.94,38.02,8.75,1.71,-0.03,2.8,4.8,13.21,4.1,4.23,80.53,1
0.034450200342052,0.0170176525935761,0.0008777592977377,0.0028828389338665,0.0633614091158171,0.0115410257220419,0.0065335946992562,0.0072576026139206,0.0570104594709058,0.0063509496449112,0.0559779743730358,0.0561569102266415,0.812321802853771,0.0854205632446986,0.0461007216699152,0.0517000849914227,0.0274066045759695,0.297025872022016,0.548153021436427,0.0075603856727481,0.0681540292964423,13.85,11.16,2.69,56.92,3.97,1.02,0.74,39.13,313.84,308.65,35.49,11277678.21,1296867.16,277809650.59,123712067.91,14226165.68,3047471802.57,1.42,44.51,11.49,-3.22,0.63,2.42,41.0,5.52,0.81,-0.17,1.87,3.1,16.92,1.72,1.6,79.99,2
0.037806108813734,0.0176004694111881,0.0009521660610708,0.0021162242625871,0.068067438506042,0.0112331658347954,0.0062628979424695,0.011278966523514,0.0635662174781616,0.0045012210278804,0.0557915218986428,0.0559883404784473,0.811850084880466,0.0920287079193243,0.0401328667217623,0.0470183810085944,0.0286336277314772,0.298098177785593,0.540199758265959,0.0084727833784907,0.0775772718298861,13.74,11.44,2.3,56.92,4.98,1.5,0.48,26.59,284.47,297.1,22.87,10793750.26,830869.25,249571543.11,119335088.8,9186043.21,2759248782.89,1.64,45.39,7.69,-8.7,0.45,2.44,43.34,5.84,0.95,-0.5,1.82,3.4,15.88,1.41,1.23,82.5,1
0.0454899824313137,0.0172609264935043,0.0007390834877834,0.0016322417178796,0.0765666689085759,0.0115693274134511,0.0066191603594915,0.0135760951922505,0.0729000868635238,0.003666582045052,0.0584894785686161,0.0587153381052932,0.820373973243346,0.079631556956994,0.0412791291636142,0.042196699032224,0.0213497392839031,0.264958275787396,0.588473234275767,0.0097280303554245,0.0732940212652855,13.13,10.71,2.42,56.92,6.15,2.23,0.38,19.94,259.96,288.33,16.23,10315720.8,580806.85,223169169.33,116220402.06,6543566.51,2514299397.05,1.79,44.22,5.63,-11.94,0.36,2.48,42.57,6.51,1.14,-0.77,1.9,4.02,13.86,0.84,0.68,100.0,1
0.0439130658911709,0.0202140432910111,0.0003203198770522,0.0015330946652723,0.0759712182917599,0.0111534002727719,0.0069060886164354,0.0148261535839907,0.0757369748561787,0.0002342434355812,0.0597735630489082,0.0600160191180764,0.790941003311881,0.109488320734448,0.0395546568355945,0.0480675201819765,0.0123767322208062,0.262712436183483,0.593840761164159,0.0106488680088105,0.0723536822407639,12.72,10.65,2.07,57.13,7.53,3.01,0.02,0.97,247.53,272.13,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,-14.14,0.02,2.4,44.68,6.59,0.95,-0.93,1.89,4.19,14.1,1.3,1.18,100.0,0
0.0409184711377256,0.0203596727058845,0.0006512768499736,0.0018955137734922,0.0767348857457785,0.0096037805318587,0.0069021741647446,0.0191210280795842,0.0786300898009466,-0.0018952011606042,0.0631698310037884,0.0634281592426894,0.783368325714841,0.104824331818898,0.0483791832235714,0.0435334229490278,0.0120128622836024,0.307109372829077,0.560063411208677,0.0115760118237141,0.0657049189059012,12.6,10.36,2.24,58.03,10.91,5.73,-0.19,-4.07,245.53,247.07,-7.34,8350949.88,-247971.1,175776620.83,98375709.65,-2921144.69,2070680589.85,1.81,44.48,-2.96,-23.19,-0.18,2.16,47.52,6.38,1.29,-1.48,1.73,4.21,14.25,1.15,1.01,100.0,2
0.044165368947869,0.0178144531955183,0.0006480014181994,0.00223560064292,0.0779681439491689,0.0097892128220517,0.006537472399416,0.0149165900550941,0.0740937054537597,0.0038744384954092,0.0692871563108528,0.0695818199953192,0.755645548874722,0.117404884162822,0.057367746967137,0.0473020007677109,0.0162507677941148,0.283074342056662,0.580597910624386,0.0158608479344328,0.0569141308226935,13.11,10.35,2.76,61.23,6.9,3.71,0.41,16.02,236.14,220.13,13.15,8375280.48,500274.5,172538127.46,102223785.91,6106058.59,2105899694.7,1.99,44.57,5.97,-14.23,0.38,2.28,41.15,6.48,1.31,-0.92,1.71,4.2,14.06,1.49,1.33,79.88,1
0.0490605486418293,0.017943529551447,0.000263431192491,0.0022935187358675,0.0813718369265271,0.0106522027317458,0.0063488838821584,0.0141274610639349,0.0771511947607923,0.0042206379241647,0.0608657500910855,0.0611950146926714,0.734098050526041,0.137148873603986,0.0675580654188719,0.0549831886642648,0.0160493928120334,0.244166736221346,0.620838789653728,0.0044066859122536,0.0595552109779434,13.12,9.92,3.2,60.18,6.5,3.81,0.46,15.01,185.85,211.26,12.82,7894439.54,478997.86,153770974.81,97711092.41,5928654.49,1903254798.38,1.96,42.61,6.06,-10.91,0.42,2.42,39.14,6.95,1.18,-0.75,1.77,4.53,12.65,1.05,0.92,79.71,1
0.0548532874549126,0.0181085570982146,0.000246631015061,0.0012012569041499,0.0854326916363317,0.0114922621667378,0.0065428651754682,0.0129075536998118,0.0790356850353194,0.00639700171839,0.0623470091350932,0.062711535946988,0.769888580513318,0.100167137042219,0.0672327513800976,0.0565817015528398,0.0189796999120835,0.235224599158685,0.634753777660421,0.004555076418409,0.0499051404149389,12.0,9.6,2.4,58.6,4.25,2.12,0.76,19.04,172.04,204.13,17.55,7146806.58,614410.75,134911208.97,93306235.35,8021534.32,1761354091.65,2.06,41.34,8.59,-6.21,0.63,2.68,36.85,7.44,1.1,-0.46,1.85,4.75,12.24,1.55,1.31,79.78,1
0.0571659170289879,0.0178172642407038,0.0002283142604475,0.0008453612860509,0.086405727376262,0.0125529501969292,0.0066309587722434,0.01183549309089,0.0803306023513206,0.0060751250249414,0.0655617303642777,0.0659781691940701,0.777804953309982,0.102150916010635,0.0540659559072846,0.0473885042723984,0.0265480493081379,0.222451513257335,0.674845836835242,0.0044636271832673,0.0243024691436185,12.96,9.98,2.98,58.6,4.95,2.57,0.65,16.37,158.43,182.64,14.59,6119627.3,488812.02,116882048.03,85922744.91,6863174.55,1641084645.54,1.89,42.91,7.98,-5.61,0.6,2.74,36.76,7.6,1.03,-0.42,1.99,4.85,21.45,12.11,10.5,79.43,1
0.0578046045249264,0.0173666006529792,0.0003480518164456,0.0008773952520711,0.0866343071395046,0.0117355278146993,0.006233897000975,0.0108390233597331,0.0776287967936685,0.009005510345836,0.0626968605437571,0.0631335948955226,0.767904927265509,0.108016930562226,0.0609445472767425,0.0420302927282159,0.0312781514376428,0.22405413978758,0.667587664697323,0.004472447325894,0.0305772976387128,12.92,9.49,3.43,62.31,4.75,2.1,0.91,222.86,1445.6,1749.29,206.2,5241313.86,617837.58,98484254.1,79760764.56,9402069.66,1498704257.7,2.11,44.81,11.78,-1.61,0.9,2.83,34.09,7.63,1.02,-0.12,1.86,4.8,12.1,1.43,1.18,79.87,1
0.0422204766901248,0.0124397398790894,0.0013003560796414,0.0013727110693033,0.0702849800359198,0.0064777840356471,0.0127553686308877,0.0099700036107718,0.0592011537723417,0.0110838347729264,0.0973567402476548,0.0980056206118406,0.699230953170154,0.157536852009607,0.045226574208398,0.0800172409610318,0.0144255750304947,0.234515259988973,0.602203141785886,0.0038907719273293,0.0649480103062845,18.54,16.34,2.2,0.0,2.82,0.73,1.21,45.72,375.19,219.49,42.43,7851404.72,1517855.67,178222555.05,141607460.28,27375952.92,3214411215.22,2.2,44.99,19.33,-3.25,1.1,2.81,42.77,5.73,1.29,-0.18,2.0,2.91,17.01,2.03,3.47,100.0,1
0.0481055856792609,0.0126071456443903,0.0010419243125731,0.0021386413073256,0.0787893170372253,0.0061880293308901,0.0113068685146892,0.0191881603795661,0.0721751435938711,0.0066141734433542,0.101383789288828,0.101998926995045,0.710062243402747,0.143429894610321,0.0445089349918858,0.0520104426941527,0.0099599202271553,0.22700074153834,0.626150643816023,0.0042615716312122,0.0806166800931158,19.12,16.47,2.65,0.0,3.7,1.05,1.11,24.6,331.63,207.74,21.5,8127663.04,841368.03,169975387.64,138540032.65,14341533.74,2897314471.05,2.7,44.92,10.35,-12.96,0.66,2.93,47.76,6.38,1.48,-0.82,1.84,3.45,15.9,2.1,3.36,100.0,0
0.0527806237132236,0.0122885296224564,0.0011967898853454,0.002175455127307,0.0854181872943936,0.0058142532183437,0.0122498917735933,0.0238327780125988,0.0836401250651221,0.0017780622292714,0.0922058061628723,0.0928224491846179,0.699442249102189,0.161669381041111,0.0460659097450883,0.0928349059571586,0.0134500799539038,0.171263488909025,0.624394805735649,0.0047127030079674,0.0933440164362961,17.53,14.49,3.04,0.0,4.86,1.56,0.2,8.51,301.05,221.98,5.77,8448227.33,219478.74,163410991.87,138328527.83,3593673.59,2675638457.82,2.68,41.19,2.59,-22.2,0.17,2.75,50.03,6.84,1.69,-1.51,1.89,4.08,12.93,1.26,1.71,100.0,1
0.0515882634347991,0.0141686880965639,0.0008656092430263,0.0020241411033328,0.0850392073483764,0.0059267672482925,0.0129543132977117,0.0178883421629804,0.0792007176360676,0.0058384897123087,0.0825995713115011,0.0832416839558593,0.684736224762422,0.190732137129233,0.0412899666369341,0.0438192035613437,0.0400820712669004,0.218439498108687,0.617727981917724,0.0050395224558588,0.0748917226894853,15.84,12.54,3.3,0.0,5.26,2.06,0.63,20.95,259.27,213.82,18.19,8877263.59,755022.33,168432242.98,135767335.06,11547180.99,2575973612.35,2.47,44.37,8.5,-15.37,0.58,2.71,44.28,6.86,1.63,-1.05,1.97,4.15,15.74,2.99,3.63,100.0,1
0.0493794435933147,0.0144407244949651,0.0005609914738495,0.0018395133620638,0.082084437931905,0.0062386452493469,0.0131764794441458,0.0221584616703367,0.0816856700967431,0.0003987678351619,0.0910303158155043,0.0917728126142092,0.656159859382843,0.214103582838159,0.0379637306999072,0.0513229305188995,0.0115340500836084,0.222579916224617,0.635948920339847,0.0057449877958353,0.0728691805723111,16.57,13.04,3.53,0.0,6.77,3.4,0.04,3.29,247.2,178.37,1.07,7679456.55,46244.39,149842826.65,123630332.97,744480.96,2412295508.51,2.34,53.75,0.6,-23.35,0.03,2.69,51.64,6.62,1.58,-1.54,2.02,3.92,15.22,2.06,2.86,-409.74,1
0.0550735503372941,0.0159988981618912,0.0008376842599037,0.0021456514861388,0.0934937533716483,0.0064706054774315,0.0129670145030405,0.0231188485991275,0.0873765833498581,0.0061171700217901,0.0919143833616194,0.0927107852696388,0.688946074192151,0.174624298592807,0.0437188419454033,0.051304403443663,0.0322515090461969,0.214131825240083,0.620265009422701,0.0062295783911377,0.0758176578302205,14.95,11.87,3.08,0.0,5.04,2.11,0.65,17.49,232.83,185.98,15.36,7867276.24,649854.14,139083338.45,134812826.57,11135832.93,2383317606.84,3.05,51.41,8.26,-17.98,0.61,3.0,46.42,7.4,1.94,-1.33,2.02,4.39,13.61,2.11,2.64,61.74,0
0.0571691934129071,0.0178461805125118,0.0005618804827593,0.0024257251093797,0.0958374942303771,0.0064247726624906,0.0119529724781138,0.0149960714991344,0.0801873196297043,0.0156501746006728,0.100269432396234,0.101176376957347,0.681236191109169,0.188834432842884,0.0287529990906004,0.0425547629366772,0.0208657766581316,0.232185952770981,0.644709030786711,0.0067048279777924,0.0529796298390374,15.29,12.51,2.78,0.0,1.67,0.7,1.72,36.38,223.12,172.01,34.51,8175533.34,1640303.74,138973029.46,141143376.03,28318398.07,2399246842.98,3.15,47.33,20.06,-2.8,1.56,3.2,35.7,7.8,1.78,-0.21,1.92,4.59,13.19,1.99,2.58,85.51,2
0.0559991474076974,0.0197368493688004,0.000500636034637,0.0005681134418826,0.0949135435166172,0.006743346142062,0.0123028826794328,0.0130487061104331,0.0789851952143905,0.0159283483022266,0.0956902156179176,0.0967165779390356,0.698028427926433,0.172662215784435,0.0325927999982854,0.0429042007640988,0.0352436641214962,0.286498268718502,0.60849387504522,0.0054430259804903,0.0214169653701919,15.09,12.07,3.02,0.0,1.34,0.44,1.83,32.75,188.47,149.67,31.04,8401278.17,1742321.17,142913797.44,137035912.32,28419553.11,2331112269.6,2.99,44.78,20.73,-2.83,1.59,3.07,34.74,7.68,1.81,-0.21,1.99,4.6,14.52,2.97,3.74,85.21,1
0.0572752059394712,0.0217697097018045,0.0004351786660482,0.0004717871124126,0.0992743308332173,0.0067876965039246,0.0128781625764142,0.01366859712076,0.083050578965319,0.0162237518678983,0.0985026571391467,0.099728635651215,0.73306798689475,0.131224032758793,0.0359793186022649,0.0444658766356936,0.0292172975874511,0.29628165427072,0.600312661703069,0.0062889553465409,0.0234335544565251,16.07,12.62,3.45,0.0,1.22,0.4,1.78,140.08,813.47,652.16,132.33,7223280.39,1465739.42,120464715.54,127565176.52,25885373.02,2127440979.6,3.1,45.01,20.29,-3.87,1.62,3.11,34.53,7.99,1.93,-0.3,2.06,4.87,12.49,1.8,2.24,84.88,1
0.0562784908861757,0.0227477242967523,0.0003266965714712,0.0004642344773468,0.0990533668803672,0.0069796082730166,0.0122900865883922,0.0121085623923796,0.0838448281137345,0.0152085387666326,0.0958416923434433,0.0972157500516941,0.741757988136387,0.129055129268307,0.031971132543612,0.0434345235295233,0.0165693536064911,0.333971457537109,0.578357934824298,0.0069169468957453,0.0207497836068323,17.0,12.23,4.77,0.0,1.06,0.32,1.7,118.2,707.5,580.88,110.68,7171993.98,1366568.93,118619441.57,139612606.06,26602120.7,2309088574.73,2.82,44.37,19.05,-5.04,1.52,2.83,32.72,7.98,1.92,-0.4,2.03,5.14,12.61,1.84,2.24,83.7,1
0.0774345933172608,0.0186290163014389,0.0006875526069381,0.001124774033816,0.11169012285352,0.0121180150919544,0.0293417687503815,0.0128009705298169,0.108917846014205,0.002772276839315,0.0743635004880354,0.109154508278214,0.543620882376955,0.280648529384001,0.0665760799608296,0.0290904568409185,0.0066317535172021,0.278353929059429,0.616327930903691,0.0077625958141978,0.0618333951601494,13.77,13.27,0.5,0.0,0.0,0.0,0.0,1.38,31.37,28.13,0.8,6606752.24,187132.4,78298045.97,267917105.7,7588595.64,3175143411.07,1.66,51.74,2.83,-11.28,0.27,4.52,50.38,9.78,1.38,-1.1,4.34,5.26,10.1,1.78,1.98,100.0,1
0.0779792815568859,0.0262551574928753,0.0005396768373275,0.0015747947056442,0.117891574017228,0.0102384444009533,0.0240462492057662,0.0321778627939335,0.137088640513028,-0.0191970664958002,0.0705943147605502,0.102832163988837,0.436379326060788,0.384698633515728,0.0760898764346476,0.022653558569548,0.0054347039284076,0.30431942541709,0.573693904305887,0.0069552762593129,0.0869431315197546,13.38,13.3,0.08,0.0,0.0,0.0,0.0,-5.32,31.9,32.99,-5.95,7846558.06,-1416383.34,74524444.02,341967881.47,-61728672.41,3247916609.91,1.4,32.16,-18.05,-28.9,-1.91,3.77,58.11,10.63,1.15,-3.07,3.63,6.85,8.15,0.66,0.64,100.0,2
0.0468077073486199,0.0233612660859362,0.0001387087323577,0.001159136060526,0.0770807835111385,0.0066883448656774,0.0116988464146813,0.0011669716982745,0.0887097073263691,-0.0116289238152306,0.0800167551056955,0.108617849726345,0.421563352088221,0.418598849202015,0.0512199489834187,0.0248200106157937,0.0324027546513482,0.349764865072112,0.516208764358208,0.0056835888130061,0.0711201361175886,15.47,15.28,0.19,0.0,0.0,0.0,0.0,1.82,37.98,24.99,-4.07,9748039.81,-1586177.94,127911637.92,493726132.23,-80337946.28,6478565892.56,-1.1,12.93,-16.27,-24.12,-1.16,1.91,47.19,7.14,0.56,-1.72,3.52,5.23,13.62,1.45,2.21,115.12,1
0.037329618089383,0.0319420190518224,6.53650666636737e-05,0.0012447026237237,0.0794173704147433,0.0053427840523148,0.0064268798858806,0.003193877846206,0.0726254894673719,0.0067918019085967,0.0936803915391204,0.120585822751754,0.38095266699747,0.452789981803693,0.0456715284470825,0.0241136236132449,0.0145505641866775,0.483729393998649,0.412304898712601,0.006197667439297,0.0591038520495307,18.0,17.68,0.32,0.0,0.0,0.0,0.0,3.0,44.82,26.23,2.52,15359485.04,1477989.85,172623134.85,595333640.0,57286886.67,6690872706.67,1.04,11.84,9.62,-2.89,0.67,1.42,20.46,7.05,0.88,-0.2,1.3,5.63,13.28,1.06,1.8,64.53,2
0.0453676482257524,0.0293223071467941,0.0005100764392474,0.0008764291903167,0.0851092986551492,0.0051143165020293,0.0050732143802861,0.0065417459361057,0.0760174379986529,0.0090918606564962,0.100552819079516,0.13086746161677,0.358490922672198,0.448130727215115,0.0625108884959173,0.0270711412641586,0.0184175843614361,0.449998689368352,0.440458539193147,0.0070127709017662,0.05704127491114,18.9,18.54,0.36,0.0,0.0,0.0,0.0,3.4,43.18,25.1,3.0,21850741.36,2611364.4,229474795.9,1153069527.03,137802405.41,12109447000.0,1.66,5.2,11.95,0.07,0.9,1.79,21.06,7.6,0.9,0.0,1.13,5.8,12.61,1.37,2.36,99.99,0
0.0317887539886172,0.0166862534705008,9.86888310064625e-05,0.0007549019621097,0.0547794662880981,0.0034693855755052,0.002882389816286,0.0036919086108979,0.0484681127599656,0.0063113535281324,0.138388914297132,0.18429868810098,0.111113484449817,0.647747927635942,0.0568398998132618,0.0256974900726471,0.0135605213311852,0.27161302297814,0.617811414296118,0.0090962712250271,0.0622212800968826,22.04,21.5,0.54,0.0,0.0,0.0,0.0,1.5,40.18,10.76,1.38,15171860.29,1941177.96,224193243.24,561358830.77,71823584.62,8295150000.0,1.06,5.41,12.79,1.74,0.63,1.14,19.34,4.93,0.54,0.08,0.69,3.78,19.35,1.2,4.49,81.79,2
0.0368863133789982,0.017863622090521,0.0017383109778513,0.0004628214759934,0.0663212329384017,0.0090059056817413,0.0057217457231795,0.0131615408648196,0.0636919761684512,0.0026292567699505,0.0709494476983362,0.0726243804575677,0.871778273253018,0.0347438664327582,0.0208534874623463,0.0430756797688527,0.0578113551772109,0.283059278249485,0.553835488093892,0.0081180173772077,0.0541001889390413,14.5,11.73,2.77,73.15,11.78,4.8,0.26,3.95,86.72,68.0,3.14,7259708.46,335158.96,181726918.18,74152839.08,3423414.14,1856213235.2,1.61,46.55,4.61,-11.83,0.26,2.18,43.07,5.69,0.93,-0.67,1.54,3.51,15.68,0.44,0.52,79.61,1
0.0423209737346,0.0194868985700211,0.0015060850955927,0.0007409930420489,0.0742179906466326,0.0096584364126639,0.0056781729160712,0.0166253511669402,0.0726143354913344,0.0016036551552981,0.0704739577498795,0.0721362501313031,0.877601017495486,0.0339831837764121,0.0162795406642737,0.0348704525827675,0.0534579852455349,0.31173495256691,0.53483470862431,0.0087423566748574,0.0563595443056201,14.32,11.49,2.83,76.87,14.12,5.73,0.15,2.86,86.79,77.07,1.93,7932041.28,198583.4,174904476.63,74983532.92,1877257.59,1653414943.82,1.85,44.54,2.5,-13.36,0.16,2.41,44.1,6.4,1.01,-0.85,1.61,3.98,14.16,0.46,0.48,100.0,2
0.0431159622284246,0.0184582030096793,0.0030219369421335,0.0001712481495719,0.0759320434854489,0.0083808423051813,0.0053017825180763,0.0173383183619513,0.0755273200028155,0.0004047234826333,0.073447061286047,0.0750692778520307,0.847327802341136,0.0604640558801793,0.0171388759651879,0.0462253831988843,0.0452590861709974,0.28948538408179,0.568011416286483,0.0087147792064802,0.0423039510553647,14.14,11.91,2.24,83.19,14.21,5.78,0.04,1.4,92.55,79.85,0.5,7821932.47,48878.96,170930059.65,76420502.41,477548.86,1669991538.78,1.8,42.97,0.62,-16.61,0.04,2.09,41.81,6.47,1.11,-1.07,1.44,4.37,13.71,0.38,0.41,100.0,2
0.0452754815778567,0.0182024386467731,0.0024406623884865,0.0002925093979677,0.0757309515384396,0.0089853085387013,0.0051581299250147,0.0296415975307602,0.0886033909875877,-0.012872439449148,0.0566053946279283,0.0577936140506504,0.872353843565489,0.0507464189987305,0.0191061233851301,0.0414596456393427,0.0556925480017755,0.260827615777679,0.591327852528602,0.0080325883445353,0.0426597497080648,9.73,7.49,2.24,75.41,15.5,6.56,-1.25,-20.41,97.28,111.45,-21.67,7246186.98,-1408768.54,160186321.72,73415724.71,-14273129.2,1622949412.08,1.7,42.16,-19.44,-33.81,-1.28,2.21,58.8,6.62,0.95,-2.23,1.48,4.4,14.17,1.07,0.86,100.0,0
